CODID,SMILE,bgs
7154908,O=N(=O)C(=C/C=C(N1CCOCC1)\c1ccccc1)/c1c(O)ccc(OC(=O)C)c1,1.91
2226811,Clc1c2c(nc(c1)C)cccc2C,3.0
4513000,O=C([O-])C[NH3+],5.07
2006748,o1c(/C=C(C#N)/C(=O)C)ccc1C#N,2.17
2105586,COc1ccsc1C(=O)C,2.82
4023913,C(=O)c1cc(c[nH]1)Cc1c[nH]c(c1)C=O,2.58
4024218,Ic1cccc2n1nnc2C#N,2.61
2201928,Nc1scc(n1)c1csc(n1)N,2.95
7153163,Oc1c(/C=N/[C@@]([C@](/N=C/c2c(O)cccc2)(C)C(=O)OC)(C)C(=O)OC)cccc1,3.09
2214780,[C@]1([C@@H]([C@@H]2OC(OC2)(C)C)OC(=O)[C@H]1O)(O)C,4.37
2206112,c1c(ccc(c1)CC(=O)O)O,4.04
1529280,c12c3c(C(=C4CCN=C4)c2cccc1)cccc3,2.18
2203540,O=C1N(Cc2ccccc2)C=CC(=O)N1,3.66
4086042,c1(ccc(n1c1ccccc1)c1ccccc1)c1ccccc1,2.95
4027840,O[C@H]1[C@H]2C(C)(C)[C@H](C2)CC1,5.63
2232576,[nH]1c2C(=C(C#N)C#N)CCCc2c2cc(ccc12)C,2.06
4072693,c1(n(cc[n+]1C)CCCC#N)C.Cl[Pd](Cl)([Cl-])[Cl-].c1(n(cc[n+]1C)CCCC#N)C,2.0
7204362,O(c1cccc2cccc(c12)C#CC(=O)OC)C,2.18
2208349,c1(c(C(=O)O)coc1)C(=O)OCC,3.69
7152987,[C@@]123[C@H]4COC[C@@]54C=C[C@@H]([C@H]1O5)O[C@]2(CC(=O)O3)C,4.1
7219929,FC(C(=O)OC)C(=O)OC,4.94
2013641,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,5.76
2105105,[NH3+][C@@H](CO)C(=O)[O-],5.13
2223455,C(=O)(Cc1ccc(CC(=O)[O-])cc1)[O-].c1cc(c2cc[nH+]cc2)cc[nH+]1,0.186
4501921,c1cc(ccn1)C#Cc1ccncc1.c1c(ccc(c1)C#C)C#C,2.81
1501866,S(=O)(c1ccc(C)cc1)c1c(cccc1)[C@@](O)(CC)C#Cc1ccccc1,1.47
4503650,CCc1[nH]cc([nH+]1)c1c[nH]c(CC)[nH+]1.C(#N)C(=C1C=CC(C=C1)=C(C#N)C#N)C#N.N#CC(=C1C=CC(=C(C#N)C#N)C=C1)C#N.OC.C(#N)C(C#N)=C1C=CC(C=C1)=C(C#N)C#N.OC,0.0961
2002075,Oc1cccc2c1C(=O)c1cccc(c1C2=O)O,1.88
7213502,O(C(=O)Cn1c2c(nc1)c(N)ncn2)CCN1C(=O)[C@H]2[C@@H]3C=C[C@H]([C@H]2C1=O)C3,3.35
4077149,[Ru]123456789%10([C]%11%12([CH]%13%142[BH]2%155[CH]51[BH]1%164[BH]43%11[BH]3%12%13[BH]%11%14%15[BH]251[BH]%1643%11)C)[C]12([CH]347[BH]57%10[CH]%106[BH]6%119[BH]981[BH]123[BH]247[BH]5%106[BH]%11912)C,2.41
7217714,c1c(ccc[nH+]1)C[NH2+]CC[NH2+]Cc1c[nH+]ccc1.N(=O)(=O)[O-].O=N(=O)[O-].N(=O)(=O)[O-].N(=O)(=O)[O-],1.54
7212709,[O-]C(=O)[C@@H]([NH3+])[C@H](C)CC.O=C([O-])[C@H]([NH3+])CC(C)C,4.94
1542293,O(c1ccc(CN2C(c3ccccc3CC2)C(=O)NC2CCCCC2)cc1)C,3.43
7102297,N#CC(=CC(c1ccc(N(C)C)cc1)=C1C=CC(C=C1)=C(C#N)C#N)C#N,0.683
1100661,N(=C(\c1c(O)cccc1)C)/c1ccc(OCC)cc1,2.69
1543147,O1c2c(C[C@@H]3[C@@](O)(C)CC[C@H]3C1(C)C)c(O)cc(O)c2C(=O)C(C)C,2.9
7218991,O[C@@H]1c2c(C3=C(C=C4N([C@@]13C)C(=O)c1c4cccc1)C)cccc2.O[C@H]1c2c(C3=C(C=C4N([C@]13C)C(=O)c1c4cccc1)C)cccc2,1.72
1520185,c1(ccc(cc1)OCC)NC(=O)C,3.6
4081444,[Ir]123([Ru]([Ru]1(C#[O])(C#[O])(C#[O])C#[O])([H]2)(C3=O)(C#[O])(C#[O])C#[O])([P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C#[O],1.91
2004882,N#CC(=C(N)N)C#N,3.81
7053273,c1(c(O)ccc(O)c1)C(=O)O,2.4
2223716,N(=O)(=O)O[C@H]1[C@H]2OC[C@H](OC(=O)c3cc(OC(=O)C)c(OC(=O)C)c(OC(=O)C)c3)[C@H]2OC1,3.39
2236498,C\1(=C\C#N)[C@@H]([C@@H]([C@@H](C=C1)O)O)O,2.72
1508793,Nc1c2c(c3C(=O)c4ccccc4Oc3c1)CCC2,2.48
2103891,O=C(NC(=O)NCC)CCC(C)C,4.29
7153254,N1(C(=O)[C@@H]2[C@@H]3[C@H](O)[C@@H](O)[C@@H](C3)[C@@H]2C1=O)C.N1(C(=O)[C@H]2[C@H]3[C@@H](O)[C@H](O)[C@H](C3)[C@H]2C1=O)C,4.16
4020820,O1[C@@]2(C(C)([C@@](CC2)(C1=O)C)C)C(=O)OC[C@](N(=O)=O)(C(N(=O)=O)(C)C)C,2.87
7008343,[GaH3][NH]=C(N(C)C)N(C)C,4.71
2203943,O1CCN(CCn2cnc3c2cccc3)CC1,3.31
7103365,C(CCl)(Cl)Cl,5.08
4109025,c12ccccc1ccc1c2CC[C@](C1=O)(C)[C@H](C)CC(=O)OC.c12ccccc1ccc1c2CC[C@@](C1=O)(C)[C@@H](C)CC(=O)OC,2.69
2019482,CC[C@H]1c2ccccc2N([C@H](c2c1cccc2)C(=O)O)C(=O)C,3.91
4023570,n1(nn(=O)c2c1cccc2)C(=O)\C=C/c1ccc(N(=O)=O)cc1.OC(=O)C(F)(F)F,1.93
7154377,O([C@H]1CC[C@H]2[C@@H]3CC=C4[C@](C)(CCC=CC4)[C@H]3CC[C@]12C)C(=O)C,4.7
1503261,c1(c(cc(cc1C)C)C)[P]1=C(c2ccccc2)C(C)(C)C2=[N]([C@H](CO2)C(C)C)[Pd]1(Cl)Cl.C(Cl)Cl,2.67
1512377,Clc1cc2C(=O)OC(Cc2cc1)C(=O)OC,3.36
4022041,Br[C@H]1[C@H]2c3c(cccc3)C(=O)N(CC[C@@H]1Br)C2.Br[C@@H]1[C@@H]2c3c(cccc3)C(=O)N(CC[C@H]1Br)C2,3.44
2201329,[Si](C)(C)(C)C#C,5.33
2201974,O1C(C)(C)OC(=O)C(C1=O)=CN(C)OC,3.31
7150130,c1(=O)c2ccccc2nc2C(C(C)C)OC=Nn12,3.16
7151179,[C@]12(C(=O)[C@@H]([C@](CC1)(O)C)CC2=O)CC.[C@@]12(C(=O)[C@H]([C@@](CC1)(O)C)CC2=O)CC,3.2
4308614,[K+].[c-]1cccc1,3.82
7221735,c1(cc(OC)c(/C=N/C(=C(C#N)/N=C/c2ccc(cc2OC)N(C)C)C#N)cc1)N(C)C,1.06
2016306,O1C(=C(C(C(=C1N)C#N)c1cccc2ccccc12)C(=O)OC(C)C)C,2.67
2100385,N(=O)(=O)c1ccc(O)cc1,2.49
2234992,O=N(=O)c1cc(NCc2ccc(cc2)C)ccc1,1.61
2002019,O=C(c1ccccc1)Cc1ccccc1,2.82
7155270,O1C2(C(=NNC2=O)C)C=CC1,3.01
4028709,O[C@H]1O[C@H]2[C@H](O[C@@H]3OC(O[C@H]23)(C)C)CC1,5.62
2011562,O=C1CC[C@@](O1)(c1ccccc1)[C@]1(CCC(=O)O1)c1ccccc1,4.42
4103805,[n-]1nnc(n1)N=N#N.[NH4+],3.47
4026401,Cl[C@@H]1C(=O)O[C@@H]([C@@H]1O)Cc1ccccc1.Cl[C@H]1C(=O)O[C@H]([C@H]1O)Cc1ccccc1,4.17
2238090,C(=O)(c1ccccc1C(=O)c1cc(c(cc1)C)C)[O-].[NH4+].O.O,3.03
7150089,S(=O)(=O)(N[C@H](C(=O)[O-])Cc1ccccc1)c1ccc(cc1)C.O=C1NCCCC[C@H]1[NH3+],3.26
1518301,S(=O)(=O)(c1ccc(C)cc1)Cc1[nH]c(c2ccc(F)cc2)cc1,2.78
4028758,S(=O)(=O)(N1[C@H](C[C@H]([C@H]1[C@@H]1OC(OC1)(C)C)C(=O)OCC)C(=O)OC)c1ccc(C)cc1,3.5
7152227,[B]1(F)(F)[n]2cccc2=C(c2ccc(cc2)C)c2ccc(c3ccc[nH]3)n12,1.27
2234403,n1ccc(cc1)c1ccncc1.OC(=O)/C=C/C=C/C(=O)O,2.7
7212974,B1(N(C)B(N(B(N1C)N)C)N)N,3.75
1508311,s1c(cc2c1cc1c(c2)cc2cc3sc(cc3cc2c1)C)C,1.24
1502101,O1C([C@]23OC[C@H]4[C@H]([C@@H]2CCC4)[C@@]3(C1=O)C(=O)OC)(C)C.O1C([C@@]23OC[C@@H]4[C@@H]([C@H]2CCC4)[C@]3(C1=O)C(=O)OC)(C)C,4.0
2011802,O1[C@@H]2O[C@@H]([C@@H](O)[C@@H]3O[C@@H](O[C@H]23)c2ccccc2)C1,3.83
7205148,CCc1ccc(cc1)[NH3+].C(=O)([C@@H]([C@H](C(=O)[O-])O)O)O,3.48
2223751,N(/N=C/c1cnccc1)C(=O)c1ccccc1,2.87
4028530,CC(=O)O[C@@H]1C=C([C@@H](OC2CCCCC2)O[C@@H]1COC(=O)C)N(=O)=O,2.34
4076329,C1(=O)C2(C)n3c(cc(C)[n]3[Ru](C#[O])(C#[O])(Cl)([n]3c(C)cc(C)n23)O1)C,3.2
4022177,[W](C#[O])(C#[O])(C#[O])(C#[O])(C#[O])=C1N2N=C3C(=C2OC(=C1)c1ccccc1)CCC3,1.71
4310088,c1n(ccn1)c1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)n1cncc1)C)C,2.19
4502295,C1(=O)c2c3c(C(=O)N1c1c(C(=O)O)cccc1)cccc3ccc2.n1ccccc1,2.54
4507995,O=C(O)CC(=O)O,4.88
7054439,O=C1CCCCC(C(=O)OC)N1,4.14
2224982,O(C(=O)c1c(c(N(=O)=O)cc(N(=O)=O)c1)C)C,2.96
7053274,c1(c(O)cc(O)cc1)C(=O)O,2.98
7216972,O=C1C(Nc2c1cccc2)(C)c1c([nH]c2c1cccc2)C,1.89
4025693,[C@H]1(CS[C@H]2[C@@H]([C@@H]1OC2=O)O)O,3.73
2104411,[Sr+2].C(=O)[O-].C(=O)[O-],4.29
2201159,Br[C@H]1[C@@H](Br)[C@@H]2C(Br)(Br)[C@@H](Br)[C@H]1c1ccccc21.Br[C@@H]1[C@H](Br)[C@H]2C(Br)(Br)[C@H](Br)[C@@H]1c1ccccc21,3.29
7035975,B(c1c(ccc(c1)C(F)(F)F)C(F)(F)F)(c1c(ccc(c1)C(F)(F)F)C(F)(F)F)c1c(ccc(c1)C(F)(F)F)C(F)(F)F,3.37
2231622,N(OCC(=O)O)C(=O)OC(C)(C)C,4.42
7052198,C1(=C([O-])N(C)C(=O)N(C)C1=O)C1(O)C(=O)N(C)C(=O)N(C)C1=O.[NH3+]C.O.O,2.29
2230263,c1c(c(c(cc1C(=O)O)O)O)O.O,2.85
2216316,N(Cc1c(O)cccc1)c1ccccc1,3.53
2007854,CC(C(C(C(C)(C)C)C(C)C)C(C)C)(C)C,4.33
4023963,O=C1CC[C@H]2C(=C1)C[C@@H]1C[C@H]3[C@](C[C@H]1C2)([C@@H](O)CC3)C,3.08
2105817,NC(=O)c1cnccn1,2.58
4119011,Br[C@H](C#C)[C@@H]1O[C@@H]2[C@@H](O[C@@H]([C@@H](Br)CC=CC2)CC)C1,3.73
2239452,CO/N=C(c1ccccc1COc1ccccc1C)/c1nnc(o1)Nc1ccccc1,2.67
2206319,OC(=O)c1cc(c(cc1C(=O)c1ccccc1)C(=O)O)C(=O)c1ccccc1.CCO.CCO,2.76
2216893,c1c(cccn1)C(=O)NN,3.49
1503434,Fc1ccc(/C=C/C2(OC(=O)C=C2c2ccccc2)C(=O)OC)cc1,2.49
4078602,C(#N)C[Ge](c1ccccc1)(c1ccccc1)c1ccccc1,4.1
7200699,ICCl,3.65
4073512,[Rh]1234([N](=C(C=C(O1)C)C)c1c(cccc1C(C)C)C(C)C)[CH]1CC[CH]2=[CH]3CC[CH]4=1,2.59
1519257,s1cc(cc1)/C=C/c1cscc1,2.67
7214795,[Cl-].[nH+]1c(cc(c2c1cc(N)cc2)C)C,2.14
4025583,P(=O)(OCC)(OCC)[C@H](O)/C=C\CNc1ccccc1C,3.48
2010292,Nc1ccc2c(c1)oc(=O)cc2C,2.32
2235980,O1C(=C(C(c2ccc(cc2)C)C2=C1CCCC2=O)C#N)N,2.62
7219794,Fc1cc(/C=N/c2c(F)ccc(F)c2)cc(F)c1,2.46
4504006,C(=O)(/C=C\C=C/C(=O)OCc1ccc(cc1)N(=O)=O)OCc1ccc(cc1)N(=O)=O,2.76
4072293,[Ru]123456(Cl)(N(S(=O)(=O)C(F)(F)F)CC[c]71[cH]2[cH]3[cH]4[cH]5[cH]67)[N]#CC,2.55
7034619,n1c(nn(c1OCC)C)N(=O)=O,2.66
1503811,C1CCC(=O)[C@@]23[C@@H]4CC(=O)O[C@]3(C[C@@H](C4)C)N1CCC2,2.65
4070132,Oc1c(n2c[n+](cc2)C(C)C)cc(cc1C(C)(C)C)C(C)(C)C.[Br-].C(Cl)Cl,3.36
2211046,c1(ccc(cc1)N(=O)=O)NN=CC,1.77
7152906,c1cccc([C@]2(C[C@H](c3ccc(cc3)Br)C3=C(CC(CC3=O)(C)C)O2)O)n1=O,2.96
7206859,Oc1c2c(c(O)cc1)C1(c3ccccc3C2(c2ccccc12)C=O)C=O,2.65
2235213,Oc1ccc(cc1)[NH3+].[O-]C(=O)CC(=O)O,3.21
7054487,c1n(c(c(C)[n+]1C)C)CC.C(=O)(O)[O-],3.25
4508022,O=C(CCCCCCC(=O)O)O,5.23
2100671,NCCN,4.44
7153151,O1c2c(COCC1Cn1nnc(c3ccc(N(=O)=O)cc3)c1)cccc2,2.37
1519975,C(=O)([C@@H]([C@H](C(=O)[O-])O)O)O.C[NH3+],3.95
4027838,S=P1(SCCS1)CP1(=S)SCCS1,3.25
2230380,O(c1cc2[C@@H](N[C@@H](Cc2cc1OC)C(=O)OC)c1ccccc1)C,3.55
2103888,O=C(NC(=O)NCC)CCC(C)C,4.3
2018812,Oc1cc2c(cc1O)c1cc(O)c(cc1c1c2cc(O)c(c1)O)O.OC,2.8
7220202,c1(nonc1C1CC1)/N=N/c1c(C2CC2)non1,1.96
7219686,C1(=O)c2ccc(cc2C(=O)N1c1ccc(cc1)OC)N(=O)=O,1.09
1520162,OC(=O)/C=C/C(=O)O.O=C1NCCC1.O=C1NCCC1,2.55
2014007,OC(=O)CON=C1CCCCC1,4.04
4024078,C1(C(Cc2ccccc12)(C)C)=C1C(Cc2ccccc12)(C)C,2.42
2011779,OC(=O)[C@@H](O)[C@H](O)C(=O)[O-].OC(=O)C[NH2+]C,4.26
7150890,O[C@]1(c2c(CN(C[C@H]1O)CCCC)cccc2)C1CCC1.O[C@@]1(c2c(CN(C[C@@H]1O)CCCC)cccc2)C1CCC1,3.53
2229580,Clc1ccccc1Oc1c(cccc1)C(=O)O,3.28
4509974,c1nccn1c1ccc(n2ccnc2)s1,3.18
2102826,Brc1c(cccc1)N\N=C\c1ccc(cc1)C#N,2.04
1503403,S(=O)(=O)(OC1=C(C(=O)CCC1)C1(O)c2ccccc2N(C1=O)C)C,2.63
7113087,o1nc(c(n1)NC(=O)Cc1ccccc1)C,3.77
4074249,c12c3C[O](C)[Bi]2([O](Cc1ccc3)C)(Cl)Cl,3.43
4024925,OC[C@@H]1C[C@@H](CCc2ccccc2)N1S(=O)(=O)C(C)(C)C,4.43
7212871,c1(ccncc1)CCCc1ccncc1.O=C(CCCCCC(=O)O)O,4.02
4070877,[Re](Br)(Br)(N=O)([N]#CC)([N]#CC)[N]#CC.N#CC,2.17
7153352,[Cl-].S1c2c(C[C@H](C1)[NH3+])cccc2,3.54
2018173,C(=O)(C[NH3+])[O-].C(=O)(CCCC(=O)O)O,4.47
4338983,C1P2COP(O1)OC2,4.93
7152291,FC(F)(C(=O)OCC)C(O)(CC)c1ccccc1,4.4
2007670,N(=O)(=O)c1cc(N(=O)=O)cc(C(=O)O[C@H](C[C@@]2([C@@H](CCC2)C)c2ccccc2)C)c1,1.79
2017140,C1CC[C@@H]2[C@@H](C1)CCCC2,6.32
1519496,Brc1cc2[C@H]([C@H]([C@H](Nc2cc1)c1ccccc1)C)c1ccccc1,2.99
1507843,Brc1c2c(ccc1)[C@@](O)(C(=O)N2Cc1ccccc1)CC(=O)OC,3.46
1514663,C(=O)/C(=C/c1ccc(cc1)F)c1ccc(cc1)F,2.41
1503614,C1(C)(C)N([C@H](CO1)[C@@H]([C@]1(COC(C(Cl)(Cl)Cl)=N1)C)O)C(=O)OC(C)(C)C,3.6
7052830,c1(ccccn1)NCCO,2.94
2017595,[nH]1nc(c2c(ccnc12)c1ccccc1)c1ccc(cc1)N(=O)=O,2.17
7150644,[P](c1c(c2nc(nc3c2ccc(c3)Cl)C(C)C)c2c(cc1)cccc2)([Cu]1[Cl][Cu]([P](c2ccc3ccccc3c2c2nc(nc3cc(ccc23)Cl)C(C)C)(c2ccccc2)c2ccccc2)[Cl]1)(c1ccccc1)c1ccccc1,1.57
1512325,S=C(N)N/N=C(CC(C(=N\Nc1ccc(OC)cc1)\C(=O)OCC)c1ccccc1)\C.ClC(Cl)Cl,2.22
2229637,Ic1c(OC)cc(OC)c2c(cc(=O)oc12)C,2.53
2238741,N1(CCN(/N=C/c2c[nH]c3ccccc23)CC1)C,2.63
1543010,C(=O)(C(/C=C/C)O[Si](C(C)C)(C(C)C)C(C)C)N,4.19
7052009,O=C1NC=C(C(=O)N1)CC,3.47
4084008,C12C(N(CCOCCO)[Ru]34567([O]=2)([c]2([cH]7[cH]6[c]5([cH]4[cH]32)C(C)C)C)Cl)=[O][Ru]23456([c]7([cH]3[cH]6[c]5([cH]4[cH]27)C(C)C)C)(N1CCOCCO)Cl,2.28
7151614,C1(=O)N(C(=O)[C@H]2[C@@H]1[C@H]1N([C@H]2c2ccc(cc2F)C#N)CCC1)Cc1ccc(cc1)F.C1(=O)N(C(=O)[C@@H]2[C@H]1[C@@H]1N([C@@H]2c2ccc(cc2F)C#N)CCC1)Cc1ccc(cc1)F,2.87
2219569,n1c(nn2c1nc(nc2N(C)C)N)c1ccccc1.OC,3.17
4077677,[W]1234567([Se]C1=C([Se][Se]2)c1ccccc1)([Se][Se]3)[c]1([c]4([c]5([c]6([c]71C)C)C)C)C,1.17
4072652,C1CCCC[P]1([Pt]([P]1(CCCCC1)C(C)(C)C)(Cl)Cl)C(C)(C)C,3.02
4029508,S(=O)(=O)(N1C(CC=C1COC(=O)c1ccc(N(=O)=O)cc1)c1ccccc1)c1ccc(cc1)C,1.81
1508923,C1(=O)O[C@@H](C[C@@H]2CCCC(=C12)O)C,3.74
4023480,s1c2ccccc2nc1c1sc2c(scc2)c1,2.16
2214769,n1(c2ccccc2)c(C)nc(N(=O)=O)c1OC,2.64
4067543,C12C(C=CC(=CC=1)[Se]c1ccccc1)=[N]([Zn](C)N2C(C)C)C(C)C,2.04
4027729,Clc1ccc(N2c3cc(Nc4ccc(Cl)cc4)ccc3N=C3C2=CC(=Nc2ccc(Cl)cc2)C(Nc2ccc(Cl)cc2)=C3)cc1,1.29
7118284,C(ON(=O)=O)(C(ON(=O)=O)ON(=O)=O)ON(=O)=O,4.24
7029718,c1nc2c(cccc2cc1)[Hg]c1cccc2cccnc12,0.816
4117035,C12(N(=O)=O)C3(N(=O)=O)C4(N(=O)=O)C5C3(N(=O)=O)C1C5(N(=O)=O)C24,2.95
7210539,COC(=O)c1ccc(cc1)/C(=C(c1ccc(C(=O)OC)cc1)\CBr)CBr,3.13
4030976,[P@@]1(=O)(c2cc3c(cc2C=C1c1ccc(OC)cc1)cccc3)c1ccccc1,2.27
4026467,COc1ccc(cc1)N1C(=O)[C@@H](C21CCCCC2)O,3.64
7054717,O=C(O)C#CC,4.01
2230021,[C@@H]12N(C(=O)[C@@](N=C1c1ccccc1)(CC2)c1ccccc1)Cc1ccc(cc1)OC.[C@H]12N(C(=O)[C@](N=C1c1ccccc1)(CC2)c1ccccc1)Cc1ccc(cc1)OC,2.63
2017244,OCc1c(cccc1)[Se][Se]c1ccccc1CO,2.42
2237964,N#CCC(=O)N1CC[C@H]([C@H](C1)N(C(=O)OC(C)(C)C)C)C,4.69
7200313,Oc1ccc(C2(CCCCC2)c2ccc(O)cc2)cc1.OCC(C)C,3.76
2101959,OC(=O)Cc1c[nH]c2cccc(C)c12,3.04
7118017,[n]12c(ccc3c1cccc3)c1c(cc(n3c4ccccc4c4c3cccc4)cc1)[B]2(C)C,1.81
8101969,O1N(Cc2ccccc2)[C@@H](C(=C[C@H]1c1ccccc1)OC)[C@@H]1OC(OC1)(C)C,3.45
7109153,c1cccc2c1c(/C=C/c1c[nH+]ccc1)c1ccccc1c2/C=C/c1c[nH+]ccc1.[Cl-].[Cl-],1.68
4082178,[W](C#[O])(C#[O])(C#[O])(C#[O])(C#[O])[P]1(C=C(C)C(=C1C(=S)OC)C)c1ccccc1,1.93
1529473,O(c1c(OCC(c2[nH]ccc2)(c2[nH]ccc2)C)cc(cc1)N(=O)=O)CC(c1[nH]ccc1)(c1[nH]ccc1)C,1.38
7152382,O=C1[C@@H]2OC(O[C@H]2[C@@H](O)[C@@H](N(=O)=O)CC1)(C)C,2.67
2210061,O=N(=O)c1c(cccc1)/C=N/c1ccccc1,2.01
2011649,O=C1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]1O,3.79
1516763,S(=O)(=O)([C@@H]1[C@@H](C#N)C1=C)c1ccc(cc1)C.S(=O)(=O)([C@H]1[C@H](C#N)C1=C)c1ccc(cc1)C,4.19
4509150,n1ccc(cc1)/C=C/c1ccncc1.OC(=O)[C@H](c1cc2ccc(OC)cc2cc1)C.OC(=O)[C@H](c1cc2ccc(OC)cc2cc1)C,1.17
2218813,O=C(Cn1cnc2ccccc12)c1ccccc1,2.21
2217760,OC[C@@H](n1ccnc1)Cc1ccccc1,4.22
2007982,Cc1ccc(c(c1)Cl)/N=N/c1ccc(cc1Cl)C,1.84
4024510,IC1=C([Se]c2ccccc2)c2cc(ccc2OC1)C,2.62
1502962,Brc1nc(sc1c1sc([Si](C(C)C)(C(C)C)C(C)C)nc1Br)[Si](C(C)C)(C(C)C)C(C)C,2.72
4084692,c1(c(nc(s1)c1nc(c(c2ccc3c(c2)c2c(n3c3ccccc3)cccc2)s1)CCCC)CCCC)c1cc2c(cc1)n(c1c2cccc1)c1ccccc1,2.1
7214425,NCCCCCCCC,4.66
4022460,OC(c1c(c2c(cccc2c2ccccc2C)c2ccccc2C)cccc1)(C)C,3.69
4071000,[cH]12[cH]3[cH]4[Ru]567813(C#[O])[c]12[c]28[c]45C(c3cccc(c3O2)[Si](C)(C)[Ru]23458(C#[O])([c]9([cH]2[cH]3[cH]4[c]25[c]89Oc3c(cccc3C2(C)C)[Si]6(C)C)[Si]7(C)C)[Si]1(C)C)(C)C,2.72
4108581,O=C(C)[C@H]1[C@@H](CCC[C@]1(O)C)C,3.76
1506009,O=C1NCCNCCNCCNC(=O)c2nc(C(=O)NCCNCCNCCNC(=O)c3nc1ccc3)ccc2.OC.OC,2.32
4031958,N1([C@H](C[C@H]1C#N)c1ccccc1)c1ccccc1,3.44
2215154,Fc1ccc(Oc2c(ccc(Oc3ccc(F)cc3)c2)C(=O)C)cc1,3.06
7220702,Oc1c(c2c(n(Cc3ccccc3)c(C)c2C(=O)C)c2ccccc12)C#N,2.6
4501793,C1(=O)C(=C([C@H]([C@@H](CO)O)O1)O)O.C(=O)(C[NH2+]C)[O-],3.37
1518906,O=C1c2ccccc2c2ccc3c(c4c5ccc6c7c(C(=O)c6c5ccc4)cccc7)cccc3c12,1.81
2015376,O=Cc1c(cccc1)C#N,2.62
4067243,[Pt]1(Cl)(Cl)([n]2c(cc(cc2C)C)C)[CH]2CN(S(=O)(=O)c3ccc(cc3)C)CC=CCC[CH]1=2,2.92
2010839,C12(Sc3ccccc3S1)Sc1ccccc1S2,2.9
7150711,[Se]=P1(OCC(CO1)(C)C)N,4.53
4065630,[Pd]1(Br)(Br)=C2N(C=CN2CN2C=1N(C=C2)c1c(cc(cc1C)C)C)c1c(cc(cc1C)C)C,2.93
1507189,S(=O)(=O)(N1C(=C2c3ccccc3C(=C2C1)c1ccc(cc1)C)c1ccccc1)c1ccc(cc1)C,1.91
2012082,O=C1[C@]2(CC[C@@H]3c4cccc(c4[C@@H]([C@]3(C1)C2)C(=O)O)C)C.O,3.64
1518943,[Si](OC[C@]12[C@@H]3O[C@H]4O[C@@H](C3)C[C@@]1(O4)CC(=O)CC2)(C)(C)C(C)(C)C,3.6
2236213,o1c(c(c2ccccc12)C1C(=O)OCC1)C#N,3.12
1507257,O1[C@@]2(CCC[C@](C2)(C(=O)O)C1(CC)CC)C(=O)O.O.O1[C@]2(CCC[C@@](C2)(C(=O)O)C1(CC)CC)C(=O)O.O,4.29
4114134,n1ccccc1c1[nH]nc(c1)c1ncccc1,3.2
4501204,c1cccc2c1c(c1ccccc1c2)C(=O)O,1.93
2300573,S(=C1C(=O)c2c(C1=O)cccc2)(C)C,2.6
7106604,c1(c(c(n(c1)Cc1ccccc1)C)C(=O)C)c1cc(c2ccc(cc2)OC)ccc1,3.19
1503550,[C@@H]1([C@@H](CC[C@]2([C@@]1(CCC2=O)O)C)Cl)C(=O)C.[C@H]1([C@H](CC[C@@]2([C@]1(CCC2=O)O)C)Cl)C(=O)C,3.61
2105111,[NH3+][C@@H](CO)C(=O)[O-],5.39
2014232,[Pd]1([O]=C(C)O[Pd]OC(=[O]1)C)(OC(=O)C)OC(=O)C,0.474
2013013,C(=O)(O)/C=C\C(=O)[O-].c1c[nH+]ccc1/C=C/c1cc[nH+]cc1.C(=O)(/C=C\C(=O)[O-])O,1.84
2222158,O=n1onc2ccccc12,1.91
4026914,n1nc(nc(c1C(=O)OCC)C(F)(F)F)c1ccccc1,2.28
1513752,c1(cc2ccc(cc2cc1)OC)[C@@H](C)C(=O)N[C@H](C(=O)OC)Cc1ccc(cc1)O.O,2.88
1507847,C1CCC(=O)C21C(=O)Oc1c2c2ccccc2cc1,2.82
4031960,O=N1=C(c2ccccc2)C(CC1/C(=C/C)c1ccccc1)(C)C,2.72
2205490,[Cd](OC(=O)/C=C\C(=O)O)(OC(=O)/C=C\C(=O)O)([OH2])([OH2])([OH2])[OH2],2.78
2221391,S=C1Nc2ccccc2N1,3.05
2217606,c1(c(c(ccc1)F)F)C(=O)O,3.31
1503103,C1(CCCC\1=C(\C=C\c1ccccc1)c1ccc(cc1)C(F)(F)F)CC(=O)C,2.6
4028004,Brc1c2cc(c(cc2c(c2cc(c(cc12)OC)OC)c1c(C(=O)O)cc(c(c1)OC)OC)OC)OC.C(Cl)Cl,2.23
7154306,S1c2c(N(C#N)C(=C1)c1ccccc1)ccc(OC)c2,2.38
1505203,Oc1cc(O)ccc1.n1ccc(cc1)C#N.n1ccc(cc1)C#N,2.07
7152620,O1C(=O)c2c(O)c(cc(c2c2ccccc12)C(=O)c1ccccc1)C(=O)OC,2.58
4064894,[Fe]12([Fe]3([S]1CN(C[S]23)c1ccc(cc1)C(=O)OCC)(C#[O])(C#[O])C#[O])(C#[O])(C#[O])C#[O],1.63
2219736,O(C(C)(C)C)C(=O)N1C[C@H]2OC(=O)[C@@H]1C2,4.28
