Compound ID,InChIKey,SMILES,logS,logP,MW
C8392,AITDPMAXOVTSTP-UHFFFAOYSA-N,N(Cc1ccccc1)CCNCc1ccccc1.O=C1NC(C(C1C(=O)C)O)C(C)(C)C.O=C1NC(C(C1C(=O)C)O)C(C)(C)C,-0.986513471,4.1994,638.837
C4353,GVVXPMORGFYVOO-ZDUSSCGKSA-N,COc1c(OC)cc2c3c1c1cc(OC)c(cc1C[C@@H]3NCC2)O,-3.841846863,3.1567,327.374
C9040,NUGLIYXAARVRPQ-UHFFFAOYSA-N,[O-][N+](=O)c1nccn1CC(CO)O,-0.136750735,-0.3323,187.153
C4615,BBSJPRAFZYZZGW-RMKNXTFCSA-N,O=C(/C=C/c1ccccn1)OCCN1CCN(CC1)c1ccc(cc1)Cl,-3.659227684,3.1165,371.861
C4011,AOFMKIDPLZIMSQ-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(c1)nc1c(c2)cccc1,-4.106244205,3.4194,236.269
C9781,IXACLQSORYJAHN-UHFFFAOYSA-M,FCC[N+](C)(C)C.[Br-],0.730328334,-2.3339,186.066
C5065,COMXLJMCXIJWOR-UHFFFAOYSA-N,OCC(COc1ccccc1C(=O)NC1CCCCC1)O,-3.337071584,1.872,293.358
C163,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,-5.6700001,5.3687,350.586
C7114,XEEDURHPFVXALT-UHFFFAOYSA-N,O=C1NC(=O)C(N1)(c1ccc(cc1)O)c1ccccc1,-2.028901626,2.1328,268.267
C957,PLAZTCDQAHEYBI-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1C,-2.3299999,2.4264,137.136
C6973,VCPXRQXUZJVACG-OGHNNQOOSA-N,CN1CC[C@@]23[C@H]([C@H]1Cc1c3c(O)c(cc1)O)CCCC2,-2.106346627,2.7239,273.37
C350,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,-4.4299998,4.3635,375.864
C7961,DBPRUZCKPFOVDV-UHFFFAOYSA-N,CC(NCC(c1ccccc1Cl)O)C.Cl.O,-1.403117299,3.5,268.18
C9007,XOAAWQZATWQOTB-UHFFFAOYSA-N,NCCS(=O)(=O)O,-0.190529557,0.614,125.147
C1308,AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,-1.28,1.8013,107.153
C5631,UXAFRQPVHYZDED-ZZEDUEFDSA-N,OC[C@H]1O[C@@H](Oc2cc3CC[C@@H](c4c(c3c(c2OC)OC)ccc(c(=O)c4)OC)NC(=O)C)[C@@H]([C@H]([C@@H]1O)O)O,-2.955240652,0.4326,547.551
C5971,SFLZPZAKIKUJKP-UHFFFAOYSA-N,CCOc1ccc(cc1)C(=O)OCCN(CC)CC.Cl,-2.735442081,3.3859,301.809
C3124,RMEDXOLNCUSCGS-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c(=O)[nH]c2c1cccc2,-4.95526812,3.6163,379.427
C414,QYSPLQLAKJAUJT-UHFFFAOYSA-N,O=C(C1=C(O)c2ccccc2S(=O)(=O)N1C)Nc1ccccn1,-4.1599998,2.6727,331.346
C7930,QURCVMIEKCOAJU-HWKANZROSA-N,COc1ccc(cc1O)/C=C/C(=O)O,-1.431489025,1.4986,194.184
C6411,NHMUJYOBLYTIKO-UHFFFAOYSA-L,CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].[Mg+2],-2.467137694,3.0082,645.003
C4281,NNYJOYIOFGFCFP-UHFFFAOYSA-N,C[NH+]1C2CCC1CC(C2)OC(=O)C(=C)c1cccc(c1)Cl.[Cl-],-3.895866902,0.6777,342.26
C9458,HLXQFVXURMXRPU-UHFFFAOYSA-L,C[N+](CCCCCCCCCC[N+](C)(C)C)(C)C.[Br-].[Br-],0.378510059,-2.4724,418.294
C4630,QAHDLECDBKGHTA-UHFFFAOYSA-N,COc1cc2c(cc1OC)CC[NH+](C2Cc1ccccc1)C.[Br-],-3.649964411,0.6316,378.303
C5411,KLTTUAXOCHIICS-WXIWBVQFSA-N,[O-][N+](=O)c1ccc(o1)/C=N/NC(=O)C[NH2+]CC=C.[O-]C(=O)C,-3.096606957,-0.9424,312.279
C5394,CSUHFMCPKPKGOF-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2)c(N)ccc1,-3.10582577,3.7148,209.247
C2576,VYVKHNNGDFVQGA-UHFFFAOYSA-N,COc1ccc(cc1)CC(N(CCCCOC(=O)c1ccc(c(c1)OC)OC)CC)C,-5.694401029,4.6025,429.549
C6432,MHZGKXUYDGKKIU-UHFFFAOYSA-N,CCCCCCCCCCN,-2.456368766,3.7861,157.296
C4606,AXKPFOAXAHJUAG-UHFFFAOYSA-N,O=C(c1ccc(cc1)F)CCCN1CCC(CC1)(N1CCCCC1)C(=O)N,-3.662639885,3.1705,375.48
C156,KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cccc(c1)c1cccc(c1)Cl,-5.8000002,4.6604,223.098
C4100,FHKFDOULAQDMMV-UHFFFAOYSA-N,CCCC(CCC)C[NH2+]Cc1ccccc1.[Cl-],-4.044339491,-0.0296,255.827
C5223,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-3.225927969,4.0746,336.471
C759,ISMYLNZMKJLINI-UHFFFAOYSA-N,CCn1c2ncccc2n(c(=O)c2c1nccc2)CC,-2.8599999,2.3482,268.314
C6143,DWMMEAHAHZXDLA-UHFFFAOYSA-N,CCCC(COC(=O)NC)(COC(=O)NC)C,-2.631808928,2.2866,246.303
C2774,RKMAZEUAOKHEOX-UHFFFAOYSA-N,Clc1cnc(c(c1)Cl)SCCCCCCCN1CCSC1.Cl,-5.402648486,6.1772,401.846
C3955,WCIMWHNSWLLELS-UHFFFAOYSA-M,CNC(=O)c1c(I)c(NC(=O)C)c(c(c1I)C(=O)[O-])I.[Na+],-4.136869485,1.6458,635.895
C4939,OWTTYIRLLHUZKU-UHFFFAOYSA-N,CNCCCC1(OCc2c1cccc2)c1ccccc1.Cl,-3.429552196,4.6529,303.826
C129,BZTYNSQSZHARAZ-UHFFFAOYSA-N,Clc1ccc(cc1)c1ccc(cc1Cl)Cl,-6.21,5.3138,257.543
C343,NCMZQTLCXHGLOK-ZKHIMWLXSA-N,CC(=O)O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,-4.46,4.45,330.461
C4873,YTWIPINUWDJHFC-UHFFFAOYSA-N,NC1=NCC(O1)CN1CCN(CC1)c1cccc(c1)C(F)(F)F,-3.481694001,1.6797,328.333
C1154,ICMAFTSLXCXHRK-UHFFFAOYSA-N,CCCCC(=O)OCC,-1.75,1.7397,130.185
C8749,KZVRXPPUJQRGFN-UHFFFAOYSA-N,NC(=O)NCC(=O)O,-0.580858784,-0.1695,118.091
C45,OPKYDBFRKPQCBS-UHFFFAOYSA-N,Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,-7.9099998,6.6206,326.433
C2144,KVNCMNVGQHEHGC-UHFFFAOYSA-N,CC(N(C(C)C)CCSC(=O)N1c2cccnc2Sc2c1cccc2C(F)(F)F)C,-6.674466653,6.7401,455.56
C8302,UCAGLBKTLXCODC-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)S(=O)(=O)N,-1.095715812,1.8133,201.2
C4321,ITIONVBQFUNVJV-UHFFFAOYSA-N,CCN1C(=O)c2c(C1Nc1ccc(cc1)OCCN1CCCCC1)cccc2,-3.859222531,4.0865,379.495
C2179,YGGWVLPESBDDGW-UHFFFAOYSA-N,CN(CCCN1c2cc(Cl)ccc2Sc2c1cc(O)c(c2)O)C.Cl,-6.538850779,5.1726,387.324
C593,ODQWQRRAPPTVAG-BOPFTXTBSA-N,CN(CC/C=C/1\c2ccccc2OCc2c1cccc2)C,-3.4000001,3.9624,279.376
C8182,AGLXDWOTVQZHIQ-UHFFFAOYSA-N,O=c1[nH]c2c(o1)cc(c(c2)Cl)O,-1.204033396,1.4801,185.565
C250,RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl,-4.9099998,4.7574,260.761
C269,SYGHQFHDDIIPNX-UHFFFAOYSA-N,FCCN1c2ccccc2Cc2c(C1=O)cccc2,-4.8000002,3.2721,255.287
C4623,YCWSUKQGVSGXJO-NTUHNPAUSA-N,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],-3.655633575,2.5714,275.217
C5234,PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,-3.217745597,4.1338,297.18
C4333,FHRIDUNQMHKUNM-TTWKNDKESA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)CCc2ccccc2)cc(c1OC)OC.Cl.Cl,-3.852707617,5.0249,511.481
C3273,GEFAWSVGHKMZNV-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CC)c1cccc(c1)C.Cl,-4.765687708,4.7793,339.9
C3404,AWDKLHCXDUACLM-UHFFFAOYSA-N,COc1cc2c(cc1OC)CCN(C2CCc1ccc(cc1)[N+](=O)[O-])C,-4.629239045,4.2349,356.416
C8890,DBAKFASWICGISY-BTJKTKAUSA-N,CN(CCC(c1ccccn1)c1ccc(cc1)Cl)C.OC(=O)/C=C\C(=O)O,-0.387905701,3.5304,390.861
C3336,NYGHGTMKALXFIA-UHFFFAOYSA-N,C=CCN1Cc2ccccc2c2c(C1)cccc2,-4.691341781,3.7931,235.324
C1182,IBXNCJKFFQIKKY-UHFFFAOYSA-N,CCCC#C,-1.64,1.4197,68.117
C9897,SBAJRGRUGUQKAF-UHFFFAOYSA-N,N#CCCNCCC#N,0.909533846,0.79426,123.156
C5610,LEHGCEPMNDWJMX-QXMHVHEDSA-N,C#CCNC(=O)/C(=C(\c1ccccc1)/C)/C,-2.971015285,2.6203,213.275
C2350,YXUJYFMPMLQKNJ-UHFFFAOYSA-N,C1CCC(CC1)NCC1CCC(CC1)CNC1CCCCC1.Cl.Cl,-6.104942883,7.0232,379.451
C6977,WCRYUUHBSXHYJA-UHFFFAOYSA-N,SCCNCCOc1ccc(cn1)Br.Cl,-2.103731723,2.9352,313.642
C5459,KOLACBWIZQJURK-DUXPYHPUSA-N,CN1CCC2CC1N(C2)C(=O)/C=C/c1ccc(s1)[N+](=O)[O-],-3.064412791,2.5786,307.368
C2823,WQUKDBHBKGMTDS-WUKNDPDISA-N,CN(Cc1ccc(cc1)[N+](=O)[O-])/N=N/c1ccc(cc1)C(=O)O,-5.323868106,3.9469,314.296
C5775,AKBNYULNQSFESQ-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C1=O)C(C)C,-2.866793373,1.5463,226.272
C6212,JGFZITGNFAVSKU-UHFFFAOYSA-N,CSc1c(C)cc(cc1C)O,-2.588475668,2.7309,168.256
C2175,PNUYXAYDWHIMEC-UHFFFAOYSA-N,BrCCSCCCCC(=O)NCCNC(=O)CCCCSCCBr,-6.555236839,4.5974,506.36
C7258,CEMAWMOMDPGJMB-UHFFFAOYSA-N,C=CCOc1ccccc1OCC(CNC(C)C)O,-1.921123827,2.38,265.348
C1488,WESDBLALURHRDL-UHFFFAOYSA-N,Cc1ncnc2c1nccn2,-0.47,0.7282,146.149
C4430,HKLYXHWNPAGMMW-UHFFFAOYSA-N,NC1c2ccccc2C=Cc2c1cccc2,-3.778729924,3.9188,207.27
C7041,YYRYCTNXXHOENE-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1,-2.062032342,2.2737,321.37
C6024,XRZMRABYCSOXIZ-UHFFFAOYSA-N,OCc1ccccc1OCc1ccccc1,-2.69950546,2.7579,214.26
C3051,NRUKOCRGYNPUPR-QBPJDGROSA-N,COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)c1cccs1,-5.043477723,2.7529,656.654
C1637,MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cccnc1,0.95999998,0.5739,109.126
C6768,OAPDPORYXWQVJE-UHFFFAOYSA-N,CCCc1ccc(cc1)N,-2.237913179,2.8025,135.206
C1779,PPJYSSNKSXAVDB-UHFFFAOYSA-N,OC(=O)Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O,-9.508316043,5.23,747.829
C9129,NEDVJZNVOSNSHF-ZNHDNBJUSA-N,[O-][N+](=O)[O-].OCC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0.024411709,2.3184,366.409
C4015,OUGWHDLNULSJCN-UHFFFAOYSA-N,CN(CCCNc1nc(c(o1)c1ccccc1)c1ccccc1)C,-4.103957794,4.4452,321.416
C3862,BPRGSDPGYCSOSJ-UHFFFAOYSA-L,Oc1ccc(cc1NCS(=O)(=O)[O-])/[As]=[As]/c1ccc(c(c1)NCS(=O)(=O)[O-])O.[Na+].[Na+],-4.195590515,0.5088,598.222
C9115,FOCVUCIESVLUNU-UHFFFAOYSA-N,S=P(N1CC1)(N1CC1)N1CC1,0.001793448,0.622,189.218
C5993,BQIPXWYNLPYNHW-UHFFFAOYSA-N,OC(COc1cc(C)c(c(c1C)C)OC(=O)C)CNC(C)C,-2.720118614,2.6657,309.401
C3208,IONYGGJUUJFXJK-UHFFFAOYSA-N,Clc1c(Cl)c(C(=O)O)c(c(c1Cl)Cl)Cl,-4.865802916,4.6518,294.347
C5763,OSTVGDOKQXQLMU-UHFFFAOYSA-M,CCCC1(OC(=O)[N-]C1=O)c1ccccc1.[Na+],-2.873214392,2.063,241.218
C3356,NUJZVNHAGUEUAQ-UHFFFAOYSA-N,C=CCC(c1cccc2c1cccc2)C(=O)NNC(C)C,-4.672693434,4.3105,282.38
C6206,HVATXFMFGHVAHO-UHFFFAOYSA-N,CCCCNc1ccccc1C(=O)N,-2.593520126,2.7708,192.258
C5590,KLPWJLBORRMFGK-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CC2)CN1CCOCC1,-2.983170987,1.9007,276.374
C6597,DRVXIPMHENHGQH-UHFFFAOYSA-N,CCOc1ccc(cc1OC)Cc1cnc(nc1N)N,-2.345543176,2.8015,274.318
C2771,FNDMLHFDPXQFNX-BTJKTKAUSA-N,CN1CCN(CC1)C1Cc2ccccc2Sc2c1cccc2F.OC(=O)/C=C\C(=O)O,-5.407343034,3.4091,444.519
C9779,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C[N+](C)(C)C.[Cl-],0.729283121,-2.6736,109.598
C4032,VZSXTYKGYWISGQ-UHFFFAOYSA-N,CN1CCC(CC1)N(c1ccccc1)Cc1ccccc1,-4.086451232,3.7253,280.407
C5908,SSBPLEKEDHPOCG-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2c(c1)CON(C2)CCc1cc[nH+]cc1.[Cl-],-2.774336124,-0.6361,321.759
C9197,QXWYKJLNLSIPIN-JGVFFNPUSA-N,OC(=O)[C@H]([C@@H](c1ccc(c(c1)O)O)O)N,0.130627695,0.2434,213.187
C7087,ODGIMMLDVSWADK-UHFFFAOYSA-N,FC(c1ccc(cc1)N)(F)F,-2.042220948,2.8688,161.124
C2106,XMAYWYJOQHXEEK-OZXSUGGESA-N,Clc1ccc(c(c1)Cl)[C@]1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,-6.787781038,4.2087,531.431
C4975,AXNLREBQOMGJMQ-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2)cc(cc1)N,-3.400024616,3.7148,209.247
C1516,RAIPHJJURHTUIC-UHFFFAOYSA-N,Nc1nccs1,-0.36000001,1.3065,100.142
C5566,CCZLMCQIVCOCNB-UHFFFAOYSA-M,CCCCC1(CC)C(=O)NC(=NC1=O)[S-].[Na+],-3.003995305,0.8967,250.293
C8695,JPFYIYQIGQYIMC-UHFFFAOYSA-N,ClCCN1CCN(CC1)CCCl,-0.684068511,0.9574,211.132
C1066,UEMGWPRHOOEKTA-UHFFFAOYSA-N,Fc1cccc(c1)F,-2.0,1.9648,114.093
C2050,UBCDCHSRDTZLLP-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1c(C)cccc1C)CCN(C)C.Cl,-7.012153881,5.2579,434.999
C9643,RNAICSBVACLLGM-GNAZCLTHSA-N,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl,0.611332328,1.9638,244.718
C6244,PXQWHXAYFGPLCD-UHFFFAOYSA-N,NC(=O)c1cccc(c1O)c1ccccc1,-2.566932668,2.8584,213.232
C2991,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2,-5.121586556,4.3204,365.835
C8848,VJNXVAVKCZJOFQ-UHFFFAOYSA-N,CC1NCCOC1c1ccccc1.Cl,-0.446153248,2.8668,213.704
C5619,PVNRNJYIJJGSRB-UHFFFAOYSA-N,NNC(Cc1ccc(cc1)C(C)C)C,-2.9659295,3.2955,192.301
C9747,COTCEGYSNTWJQV-UHFFFAOYSA-N,CNCC(c1ccc(cc1)O)O.Cl,0.691081466,1.8379,203.666
C5215,WGPVGSNGYPUHBZ-PDGQHHTCSA-N,O=C1OCCN1/N=C\c1c(nc2n(c1=O)CCCC2)N1CCCCC1,-3.230830093,1.3589,345.396
C5062,FGPJTMCJNPRZGF-JXMROGBWSA-N,Oc1ccc(cc1)/C=C/C(=O)c1ccccc1O,-3.339285172,2.9939,240.254
C6648,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,c1cnc(nc1)N1CCN(CC1)Cc1ccc2c(c1)OCO2,-2.313052822,1.5304,298.34
C5364,QERZBQVBUHVAFS-UHFFFAOYSA-N,CCC(COC(=O)C)(COC(=O)C)CC,-3.125495302,1.919,216.274
C8801,DYESHNNFAFXIKV-UHFFFAOYSA-N,OC(=O)C(=O)[O-].Oc1ccc2c(c1)c(CC[NH+](C)C)c[nH]2,-0.511193319,-1.6186,294.303
C7514,YOSDTJYMDAEEAZ-UHFFFAOYSA-N,Cc1ccc(s1)C(=O)C,-1.729608604,2.2591,140.203
C7196,VNTUXFDKBZQALW-UHFFFAOYSA-N,COC(c1cnc(n1C)[N+](=O)[O-])(C)C,-1.962851423,1.733,199.207
C993,FWJKNZONDWOGMI-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C1=O)C,-2.23,0.7677,198.219
C1767,SRGLANFDNQAVFW-LXCLTORNSA-N,CCCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCC)CCCCCCC.[Cl-],-9.974630214,3.4933,447.096
C7066,CMGQPYRBLKIVLO-RRAJOLSVSA-N,O=C(C[NH+]1CCCC1)N/N=C/c1ccc(o1)[N+](=O)[O-].[Cl-],-2.052899147,-1.1961,302.714
C8197,PLLGIMWGTWNSQB-UHFFFAOYSA-N,OCC(COc1ccccc1C(=O)C)O,-1.195587826,0.6212,210.226
C6842,JANNQSLLUJUMEN-UHFFFAOYSA-N,N/C(=N\CC1CCCC1)/CSS(=O)(=O)O,-2.181890058,2.8509,252.354
C3617,CZAKAQVNECRGHA-UHFFFAOYSA-N,CC(CNC(c1ccccc1)Cc1ccccc1)C.Cl,-4.420776095,5.4089,289.843
C1636,AVQQQNCBBIEMEU-UHFFFAOYSA-N,CN(C(=O)N(C)C)C,0.94,0.2296,116.162
C3728,RUOFYGLAOTYOFP-UHFFFAOYSA-N,OC(COc1c(ccc(c1C(=O)OC(C)C)C)C(C)C)CNC(C)C,-4.315460346,3.8122,351.48
C7307,RSTUMYIIRQDRKC-UHFFFAOYSA-N,OCC(COc1cccc(c1)C)(O)C,-1.879501049,1.1171,196.243
C1564,CERQOIWHTDAKMF-UHFFFAOYSA-N,CC(=C)C(=O)O,0.01,0.6471,86.0892
C9713,OKSFLWQAQWJYJB-UHFFFAOYSA-N,C[NH2+]C(C(c1cccc(c1)O)O)C.[Cl-],0.662155556,-2.9887,217.693
C7145,VFFZMENAPNQPEI-UHFFFAOYSA-N,CCC(=O)c1ccc(cc1)OCC(CNCC(c1ccccc1)O)O,-2.001803272,2.7331,343.417
C7562,DMPODMBXLRMZSP-UHFFFAOYSA-N,CCCCN(CCCO)CCCC,-1.697412533,2.271,187.322
C3664,LFAXYIHYMGEIHW-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)NC(=O)c1ccc(c(c1)C)C,-4.37449017,4.0572,304.364
C3110,YDSDEBIZUNNPOB-UHFFFAOYSA-N,CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,-4.971781436,3.6178,394.507
C6760,FBOZXECLQNJBKD-UHFFFAOYSA-N,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-2.242509883,1.8217,454.439
C4680,WRCHFMBCVFFYEQ-UHFFFAOYSA-N,CN(CCC(c1ccccc1Cl)(c1ccccc1)O)C,-3.617812149,3.5276,289.8
C8575,LKCAFSOYOMFQSL-UHFFFAOYSA-N,NOCc1ccc(cc1)[N+](=O)[O-].Cl,-0.816772261,3.0106,204.611
C6225,NWQYKVCNCNTXCO-UHFFFAOYSA-N,CCNCC(CCC)CCC.Cl,-2.576298765,4.0052,193.757
C236,ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,O=C(C(Cl)Cl)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,-5.0300002,2.8268,318.54
C5570,WWXMVRYHLZMQIG-SNAWJCMRSA-N,OC(=O)/C=C/c1cccc(c1)[N+](=O)[O-],-2.99811097,2.2158,193.156
C2148,LCIYPQCPCSHMJD-UHFFFAOYSA-N,CCCCC1=CC(N(C(C1)(C)C)C(=O)CN1CCCCCC1)(C)C,-6.662327059,4.6443,334.539
C9733,SYNHCENRCUAUNM-UHFFFAOYSA-N,ClCC[N+](CCCl)(C)[O-].Cl,0.68087936,2.2313,208.514
C4981,FGCDXTDNXMUIEB-UHFFFAOYSA-N,CNC(=O)c1cc(Br)cc(c1O)C,-3.398497272,2.2136,244.085
C506,AAOVKJBEBIDNHE-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,-3.75,2.6544,284.74
C8299,XCENPWBBAXQVCG-UHFFFAOYSA-N,O=CC1(CCNCC1)c1ccccc1,-1.098077299,1.8355,189.254
C3437,AEUAEICGCMSYCQ-UHFFFAOYSA-N,OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,-4.595736367,3.955,417.867
C5351,OGBHACNFHJJTQT-UHFFFAOYSA-M,CCCCOC(=O)c1ccc(cc1)[O-].[Na+],-3.13348269,2.7873,216.209
C7100,HUUKPCNVNYZLFY-UHFFFAOYSA-N,CN1C2CCC(C2)C(C1C)(C)C,-2.035964862,2.4531,167.291
C6139,YVQVOQKFMFRVGR-VGOFMYFVSA-N,O=C1OC(CN1/N=C/c1ccc(o1)[N+](=O)[O-])CN1CCOCC1,-2.635876311,1.0737,324.289
C6157,MMISGYGYGXBMMS-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])C=NN1CCCC1,-2.620821619,2.3202,247.25
C9375,CEAZRRDELHUEMR-UHFFFAOYSA-N,CNC(C1CCC(C(O1)OC1C(N)CC(C(C1O)OC1OCC(C(C1O)NC)(C)O)N)N)C,0.320932954,-0.4448,477.595
C8932,QZKKOQQIVLXUEI-UHFFFAOYSA-N,OCc1cnc(c(c1C)O)C.Cl,-0.33000406,1.6983,189.639
C6106,HJELPCHEJDULNR-UHFFFAOYSA-N,CCCCCC1(C)OCC(O1)CO,-2.656726106,1.6906,188.264
C9203,QTTSJXQSEQDDRB-UHFFFAOYSA-N,C[NH+]1CCc2c(C1)ccc(c2O)O.[Cl-],0.146203109,-1.7582,215.677
C5208,QYOYUQUNULCUIG-UHFFFAOYSA-N,COc1ccccc1C(=CCN(C)C)c1ccccc1.Cl,-3.234657373,4.4905,303.826
C3622,JUFUNKWZCPPHFF-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)OC1CC[NH+](C1)C(C)(C)C.[Cl-],-4.413997861,0.9538,326.861
C3105,SGDJEEPRBXBRJK-BWLGBDCWSA-N,Fc1ccc(cc1)/C(=N\N=C(N)N)/c1ccc(cc1)C(F)(F)F.Cl,-4.985486673,5.0729,360.737
C5589,XILVKGHOXYREOY-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCC(CN1CCN(CC1)C)O)C(C)C,-2.98418904,1.7679,364.479
C1625,KWIUHFFTVRNATP-UHFFFAOYSA-O,OC(=O)C[N+](C)(C)C,0.72000003,-0.2228,118.154
C4292,XGJBEXXFJLMBJT-UHFFFAOYSA-N,CCC[NH+](C(CCC)CCC)CCC.[Cl-],-3.88406675,-0.3359,235.837
C6182,DKVCHMQHUMLKPO-UHFFFAOYSA-N,COc1ccc(c(c1)C(=O)CC)OC,-2.604369179,2.2965,194.227
C2639,NZBSAAMEZYOGBA-UHFFFAOYSA-N,O=c1c2cccc3c2c(c2n1c1ccccc1n2)ccc3,-5.590472099,3.5919,270.285
C9903,LRZFEBJUJIQVDQ-UHFFFAOYSA-N,COC(=O)CN(C)C,0.931265121,-0.279,117.146
C2488,QPOFIDVRLWJICD-UHFFFAOYSA-N,OC(=O)C(O)C.CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,-5.849012807,5.2721,419.556
C1145,JHEFOJNPLXSWNZ-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)F,-1.78,1.8571,153.154
C5361,HTSWRCPRGNAPPG-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)C)C1CCCCC1.Cl,-3.127539463,4.5044,317.894
C7663,HYSHKUTUFPKEQE-UHFFFAOYSA-N,COc1cc(C)ccc1CC(N)C.Cl,-1.617054681,3.3956,215.72
C9206,NXYZPLILSHUEBR-UHFFFAOYSA-N,O=C(NC1C=CC(OC1C(=O)O)n1ccc(nc1=O)N)CC1CCN(C(=N1)N)C,0.148736284,-0.6967,405.408
C6553,ZKXDXTSUMUNWII-AWFSDRIXSA-N,CC(C[NH2+]CC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])C.[O-]C(=O)C,-2.37017593,-0.4724,328.321
C3205,GOPWOUQJIMLDDM-UHFFFAOYSA-N,CCCCOC(=O)c1cccc(c1)C(=O)OCCCC,-4.868477195,3.6004,278.343
C7679,NWZWOTBTQLQCFE-UHFFFAOYSA-N,O=C1C(CCc2c1cccc2)C[NH+]1CCOCC1.[Cl-],-1.610432117,-1.08,281.778
C5647,DHTRHEVNFFZCNU-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C(CN1CCCCC1)C,-2.946335148,3.2419,274.401
C3223,AURFZBICLPNKBZ-YZRLXODZSA-N,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-4.844145971,4.5952,318.493
C4684,AABXRENNINHJOR-UHFFFAOYSA-N,CCN(CCOC(=O)CC(c1ccccc1)(c1ccccc1)O)CC.Cl,-3.615017899,3.9996,377.905
